ens_id	chr	start	end	strand	cpg_den	cpg_sum
ENSMUSG00000047798	chr11	115122603	115127603	-	0.0114	57
ENSMUSG00000047799	chr4	143441244	143446244	-	0.0038	19
ENSMUSG00000047804	chr11	61898279	61903279	-	0.0068	34
ENSMUSG00000047810	chr19	6848917	6853917	-	0.0186	93
ENSMUSG00000047819	chr3	84592803	84597803	+	0.0156	78
ENSMUSG00000047821	chr11	62833019	62838019	+	0.0108	54
ENSMUSG00000047822	chr9	21833928	21838928	+	0.0164	82
ENSMUSG00000047824	chr3	89430171	89435171	+	0.0288	144
ENSMUSG00000047828	chr12	112414617	112419617	-	0.0228	114
ENSMUSG00000047832	chr12	112822326	112827326	-	0.0074	37
ENSMUSG00000047841	chr2	181218933	181223933	+	0.014	70
ENSMUSG00000047842	chr13	52515329	52520329	-	0.0092	46
ENSMUSG00000047843	chr5	144343097	144348097	+	0.0082	41
ENSMUSG00000047844	chrX	136137219	136142219	+	0.0204	102
ENSMUSG00000047854	chr16	62817011	62822011	+	0.006	30
ENSMUSG00000047861	chr11	34203713	34208713	-	0.0158	79
ENSMUSG00000047866	chr8	86671458	86676458	+	0.006	30
ENSMUSG00000047867	chr6	48702403	48707403	-	0.0062	31
ENSMUSG00000047868	chr10	129133288	129138288	-	0.0034	17
ENSMUSG00000047875	chr4	150094146	150099146	+	0.0144	72
ENSMUSG00000047878	chr15	83236750	83241750	-	0.0078	39
ENSMUSG00000047879	chr18	10017775	10022775	-	0.0054	27
ENSMUSG00000047880	chr9	44534332	44539332	-	0.0144	72
ENSMUSG00000047881	chr5	63936397	63941397	-	0.013	65
ENSMUSG00000047884	chr7	43791824	43796824	+	0.0144	72
ENSMUSG00000047888	chr15	80823699	80828699	+	0.0066	33
ENSMUSG00000047889	chr13	33663993	33668993	+	0.004	20
ENSMUSG00000047894	chr14	51194736	51199736	-	0.0078	39
ENSMUSG00000047897	chr9	87015227	87020227	+	0.0234	117
ENSMUSG00000047898	chr9	114495116	114500116	-	0.0176	88
ENSMUSG00000047904	chr11	113620185	113625185	+	0.0176	88
ENSMUSG00000047907	chr2	169849914	169854914	+	0.0158	79
ENSMUSG00000047909	chr2	11781602	11786602	+	0.0112	56
ENSMUSG00000047910	chr18	37477926	37482926	+	0.013	65
ENSMUSG00000047911	chr14	70650773	70655773	-	0.011	55
ENSMUSG00000047921	chr15	72822912	72827912	-	0.0034	17
ENSMUSG00000047940	chr3	139455496	139460496	+	0.0068	34
ENSMUSG00000047945	chr4	129512283	129517283	+	0.0376	188
ENSMUSG00000047953	chr16	30306732	30311732	-	0.0354	177
ENSMUSG00000047959	chr3	107034619	107039619	+	0.0392	196
ENSMUSG00000047960	chr16	59025544	59030544	-	0.006	30
ENSMUSG00000047963	chr5	92602310	92607310	+	0.0242	121
ENSMUSG00000047969	chr2	86782547	86787547	+	0.002	10
ENSMUSG00000047976	chr6	126640890	126645890	-	0.044	220
ENSMUSG00000047977	chr14	69289321	69294321	-	0.017	85
ENSMUSG00000047980	chr9	35838739	35843739	-	0.0018	9
ENSMUSG00000047986	chr8	84023383	84028383	+	0.0252	126
ENSMUSG00000047988	chr11	97493061	97498061	-	0.0094	47
ENSMUSG00000047989	chr18	24110855	24115855	-	0.0124	62
ENSMUSG00000047990	chr9	67828909	67833909	-	0.0382	191
ENSMUSG00000047992	chr18	84727727	84732727	+	0.0172	86
ENSMUSG00000047995	chr9	24623010	24628010	+	0.0088	44
ENSMUSG00000047996	chrX	78514254	78519254	-	0.0134	67
ENSMUSG00000048000	chr1	87386397	87391397	+	0.0068	34
ENSMUSG00000048001	chr4	154959147	154964147	+	0.041	205
ENSMUSG00000048003	chr4	134217176	134222176	-	0.0124	62
ENSMUSG00000048004	chr12	119981034	119986034	+	0.0034	17
ENSMUSG00000048007	chrX	134537060	134542060	-	0.0244	122
ENSMUSG00000048012	chr7	44738765	44743765	-	0.007	35
ENSMUSG00000048013	chr11	100091717	100096717	-	0.018	90
ENSMUSG00000048015	chr10	130271696	130276696	-	0.0028	14
ENSMUSG00000048022	chr6	24951219	24956219	-	0.0334	167
ENSMUSG00000048027	chr17	15813919	15818919	-	0.0124	62
ENSMUSG00000048029	chr19	58954923	58959923	+	0.0126	63
ENSMUSG00000048031	chr3	87465725	87470725	+	0.0126	63
ENSMUSG00000048038	chr2	26266513	26271513	-	0.0088	44
ENSMUSG00000048039	chr3	87933000	87938000	+	0.0114	57
ENSMUSG00000048040	chrX	135992089	135997089	+	0.0172	86
ENSMUSG00000048047	chrX	38190919	38195919	+	0.009	45
ENSMUSG00000048058	chr2	102065794	102070794	-	0.0102	51
ENSMUSG00000048062	chr17	18019718	18024718	+	0.0052	26
ENSMUSG00000048065	chr7	107750743	107755743	-	0.008	40
ENSMUSG00000048067	chr7	6515609	6520609	-	0.0088	44
ENSMUSG00000048070	chr11	66918428	66923428	+	0.0064	32
ENSMUSG00000048076	chr11	59217341	59222341	-	0.0038	19
ENSMUSG00000048077	chr15	98254144	98259144	-	0.0164	82
ENSMUSG00000048078	chr7	96538669	96543669	+	0.0046	23
ENSMUSG00000048080	chr14	50235198	50240198	-	0.0028	14
ENSMUSG00000048087	chr16	46151531	46156531	-	0.0126	63
ENSMUSG00000048096	chr1	135343936	135348936	+	0.007	35
ENSMUSG00000048100	chr3	108574960	108579960	+	0.0066	33
ENSMUSG00000048101	chr16	16671816	16676816	-	0.0028	14
ENSMUSG00000048108	chr6	116695488	116700488	-	0.0052	26
ENSMUSG00000048109	chr3	107327047	107332047	-	0.013	65
ENSMUSG00000048118	chr12	71054791	71059791	+	0.0106	53
ENSMUSG00000048120	chr19	40674484	40679484	+	0.0128	64
ENSMUSG00000048126	chr1	90802447	90807447	-	0.0126	63
ENSMUSG00000048138	chr19	25673215	25678215	+	0.031	155
ENSMUSG00000048142	chr5	33998450	34003450	+	0.0126	63
ENSMUSG00000048148	chr8	72679793	72684793	+	0.0076	38
ENSMUSG00000048153	chr14	54279096	54284096	-	0.0052	26
ENSMUSG00000048154	chr15	98848936	98853936	-	0.027	135
ENSMUSG00000048155	chrX	136925350	136930350	+	0.0242	121
ENSMUSG00000048163	chr5	113823090	113828090	-	0.0152	76
ENSMUSG00000048170	chr7	128715968	128720968	-	0.008	40
ENSMUSG00000048173	chrX	50422248	50427248	-	0.0054	27
ENSMUSG00000048174	chr1	132504934	132509934	+	0.0152	76
ENSMUSG00000048175	chr15	98147631	98152631	-	0.013	65
ENSMUSG00000048185	chr10	63419077	63424077	-	0.0172	86
ENSMUSG00000048186	chr2	4757486	4762486	+	0.0104	52
ENSMUSG00000048191	chr7	141641887	141646887	-	0.0142	71
ENSMUSG00000048197	chr2	87894136	87899136	+	0.0044	22
ENSMUSG00000048200	chr7	141461353	141466353	+	0.0314	157
ENSMUSG00000048206	chr6	88235841	88240841	+	0.0154	77
ENSMUSG00000048216	chr6	13834700	13839700	-	0.0208	104
ENSMUSG00000048217	chr11	102144995	102149995	+	0.0372	186
ENSMUSG00000048218	chr15	97243180	97248180	-	0.0478	239
ENSMUSG00000048222	chr2	121464651	121469651	-	0.0114	57
ENSMUSG00000048226	chr2	88955141	88960141	+	0.0038	19
ENSMUSG00000048230	chr15	36154972	36159972	-	0.0102	51
ENSMUSG00000048231	chr17	36458125	36463125	-	0.0064	32
ENSMUSG00000048232	chr4	45056925	45061925	-	0.016	80
ENSMUSG00000048234	chr1	39561850	39566850	-	0.0082	41
ENSMUSG00000048236	chr7	107788876	107793876	-	0.0066	33
ENSMUSG00000048240	chr10	80979284	80984284	-	0.0186	93
ENSMUSG00000048249	chr17	26743642	26748642	+	0.0056	28
ENSMUSG00000048251	chr12	107954502	107959502	-	0.0176	88
ENSMUSG00000048264	chr13	9470228	9475228	+	0.0064	32
ENSMUSG00000048271	chr5	28365680	28370680	+	0.0036	18
ENSMUSG00000048277	chr11	117809475	117814475	+	0.0298	149
ENSMUSG00000048279	chr14	61187076	61192076	+	0.0072	36
ENSMUSG00000048280	chr13	67670378	67675378	-	0.0044	22
ENSMUSG00000048281	chr14	62282139	62287139	-	0.007	35
ENSMUSG00000048284	chr6	42432499	42437499	+	0.0066	33
ENSMUSG00000048285	chr12	70861374	70866374	+	0.0122	61
ENSMUSG00000048292	chr19	11830511	11835511	-	0.0078	39
ENSMUSG00000048294	chr11	99806985	99811985	-	0.0054	27
ENSMUSG00000048299	chr9	39610791	39615791	+	0.0054	27
ENSMUSG00000048304	chr3	73050034	73055034	-	0.013	65
ENSMUSG00000048307	chr15	36484744	36489744	-	0.016	80
ENSMUSG00000048310	chr8	105913609	105918609	+	0.007	35
ENSMUSG00000048312	chr7	41036510	41041510	+	0.0102	51
ENSMUSG00000048327	chr2	129280211	129285211	-	0.0102	51
ENSMUSG00000048329	chr11	68554715	68559715	+	0.0182	91
ENSMUSG00000048330	chr7	109056321	109061321	-	0.0058	29
ENSMUSG00000048332	chr3	53149103	53154103	+	0.0062	31
ENSMUSG00000048337	chr14	34145740	34150740	-	0.0102	51
ENSMUSG00000048347	chr18	37489485	37494485	+	0.0158	79
ENSMUSG00000048349	chr14	104462337	104467337	-	0.0456	228
ENSMUSG00000048351	chr4	108332342	108337342	+	0.007	35
ENSMUSG00000048355	chrX	136031656	136036656	+	0.017	85
ENSMUSG00000048356	chr19	13777899	13782899	+	0.0022	11
ENSMUSG00000048368	chr13	49585142	49590142	+	0.0078	39
ENSMUSG00000048371	chr8	104592738	104597738	+	0.0228	114
ENSMUSG00000048373	chr5	43977818	43982818	-	0.0104	52
ENSMUSG00000048376	chr13	95607645	95612645	-	0.0146	73
ENSMUSG00000048377	chr7	135409465	135414465	+	0.0208	104
ENSMUSG00000048378	chr11	49156115	49161115	+	0.0094	47
ENSMUSG00000048379	chr14	47284016	47289016	+	0.0054	27
ENSMUSG00000048385	chr15	76516666	76521666	-	0.0522	261
ENSMUSG00000048387	chr12	9573308	9578308	+	0.0232	116
ENSMUSG00000048388	chr2	83845561	83850561	+	0.0088	44
ENSMUSG00000048391	chr9	19244971	19249971	-	0.002	10
ENSMUSG00000048398	chr7	5353109	5358109	+	0.007	35
ENSMUSG00000048399	chr16	25352080	25357080	+	0.0106	53
ENSMUSG00000048400	chr8	95565204	95570204	-	0.0096	48
ENSMUSG00000048402	chr1	118941375	118946375	-	0.014	70
ENSMUSG00000048410	chr18	84356376	84361376	-	0.0052	26
ENSMUSG00000048411	chr1	28775684	28780684	-	0.0056	28
ENSMUSG00000048416	chr3	67384550	67389550	+	0.0052	26
ENSMUSG00000048424	chr15	9015168	9020168	+	0.0044	22
ENSMUSG00000048425	chr7	105202171	105207171	-	0.0048	24
ENSMUSG00000048429	chr9	21591846	21596846	+	0.0308	154
ENSMUSG00000048439	chr5	24171988	24176988	+	0.0044	22
ENSMUSG00000048440	chr17	32541678	32546678	+	0.0074	37
ENSMUSG00000048442	chr11	115900617	115905617	+	0.0122	61
ENSMUSG00000048445	chr11	120877200	120882200	-	0.0116	58
ENSMUSG00000048450	chr5	37820034	37825034	-	0.041	205
ENSMUSG00000048455	chr3	92435299	92440299	-	0.0036	18
ENSMUSG00000048456	chr19	12918040	12923040	-	0.003	15
ENSMUSG00000048458	chr3	105710220	105715220	+	0.007	35
ENSMUSG00000048469	chr7	102801455	102806455	+	0.0048	24
ENSMUSG00000048473	chr6	142792353	142797353	-	0.0188	94
ENSMUSG00000048478	chr8	123214939	123219939	+	0.0104	52
ENSMUSG00000048480	chr1	74190708	74195708	-	0.0144	72
ENSMUSG00000048481	chr7	18994005	18999005	+	0.0122	61
ENSMUSG00000048482	chr2	109698353	109703353	+	0.0048	24
ENSMUSG00000048483	chr12	86983096	86988096	-	0.0146	73
ENSMUSG00000048485	chr4	129430809	129435809	-	0.0144	72
ENSMUSG00000048486	chr2	163467004	163472004	-	0.0154	77
ENSMUSG00000048489	chr6	116649201	116654201	+	0.0156	78
ENSMUSG00000048490	chr16	76328113	76333113	-	0.0142	71
ENSMUSG00000048495	chr1	57395169	57400169	-	0.0064	32
ENSMUSG00000048497	chr11	62655009	62660009	+	0.0122	61
ENSMUSG00000048498	chr11	115054547	115059547	-	0.0102	51
ENSMUSG00000048500	chr8	21928754	21933754	-	0.0074	37
ENSMUSG00000048501	chr9	39075792	39080792	-	0.0052	26
ENSMUSG00000048502	chr14	25981832	25986832	+	0.0078	39
ENSMUSG00000048503	chr9	43110110	43115110	-	0.014	70
ENSMUSG00000048516	chr8	43569992	43574992	-	0.0044	22
ENSMUSG00000048520	chr5	21562240	21567240	-	0.0092	46
ENSMUSG00000048521	chr9	123806617	123811617	+	0.0066	33
ENSMUSG00000048528	chr7	132594757	132599757	-	0.035	175
ENSMUSG00000048534	chr9	45091358	45096358	+	0.0134	67
ENSMUSG00000048537	chr9	44708251	44713251	-	0.0228	114
ENSMUSG00000048540	chr3	102010284	102015284	+	0.035	175
ENSMUSG00000048544	chr8	33426628	33431628	+	0.0084	42
ENSMUSG00000048546	chr15	81850798	81855798	-	0.019	95
ENSMUSG00000048550	chr2	21207866	21212866	+	0.0092	46
ENSMUSG00000048562	chr12	118846952	118851952	+	0.0558	279
ENSMUSG00000048572	chr19	24674334	24679334	+	0.0102	51
ENSMUSG00000048573	chrX	153556511	153561511	+	0.0096	48
ENSMUSG00000048578	chr5	115148080	115153080	-	0.0152	76
ENSMUSG00000048581	chr3	63919578	63924578	-	0.0052	26
ENSMUSG00000048582	chr14	57043780	57048780	-	0.0104	52
ENSMUSG00000048583	chr7	142656291	142661291	-	0.0532	266
ENSMUSG00000048602	chr17	33135135	33140135	-	0.0174	87
ENSMUSG00000048612	chr19	37968806	37973806	-	0.0118	59
ENSMUSG00000048616	chr11	89298985	89303985	-	0.0558	279
ENSMUSG00000048617	chr8	84949297	84954297	+	0.0148	74
ENSMUSG00000048620	chr7	6458992	6463992	+	0.0064	32
ENSMUSG00000048621	chrX	109196097	109201097	+	0.0044	22
ENSMUSG00000048626	chr4	117759242	117764242	-	0.0096	48
ENSMUSG00000048636	chr6	92829326	92834326	+	0.0054	27
ENSMUSG00000048643	chr16	88921633	88926633	-	0.0062	31
ENSMUSG00000048644	chr8	4255967	4260967	-	0.0294	147
ENSMUSG00000048647	chr2	119529566	119534566	-	0.0068	34
ENSMUSG00000048652	chr3	146662893	146667893	-	0.0082	41
ENSMUSG00000048655	chr3	55152637	55157637	+	0.0122	61
ENSMUSG00000048661	chr10	120948872	120953872	-	0.0086	43
ENSMUSG00000048668	chr6	128357455	128362455	-	0.0154	77
ENSMUSG00000048677	chr7	145232767	145237767	-	0.0076	38
ENSMUSG00000048686	chr4	128258084	128263084	-	0.0108	54
ENSMUSG00000048693	chr6	43197887	43202887	+	0.0034	17
ENSMUSG00000048696	chr10	80381507	80386507	-	0.0272	136
ENSMUSG00000048697	chr6	58007546	58012546	-	0.0014	7
ENSMUSG00000048699	chr15	101555153	101560153	-	0.0124	62
ENSMUSG00000048701	chr10	70142660	70147660	+	0.0176	88
ENSMUSG00000048703	chr5	27496038	27501038	-	0.0068	34
ENSMUSG00000048706	chr4	80930637	80935637	+	0.0092	46
ENSMUSG00000048707	chr2	25263751	25268751	+	0.007	35
ENSMUSG00000048720	chr19	38875751	38880751	+	0.007	35
ENSMUSG00000048721	chr11	46235201	46240201	+	0.0166	83
ENSMUSG00000048728	chr11	50877685	50882685	-	0.0094	47
ENSMUSG00000048731	chr17	27002297	27007297	+	0.016	80
ENSMUSG00000048732	chr11	100465177	100470177	-	0.0022	11
ENSMUSG00000048745	chr10	130014453	130019453	+	0.0048	24
ENSMUSG00000048747	chr4	97670605	97675605	-	0.0068	34
ENSMUSG00000048752	chr9	110858798	110863798	+	0.012	60
ENSMUSG00000048755	chr15	83548754	83553754	-	0.0134	67
ENSMUSG00000048756	chr10	42226798	42231798	-	0.0098	49
ENSMUSG00000048758	chr9	106428011	106433011	+	0.0224	112
ENSMUSG00000048763	chr11	96333128	96338128	+	0.0144	72
ENSMUSG00000048764	chr5	86574661	86579661	-	0.0074	37
ENSMUSG00000048766	chr4	112740506	112745506	-	0.0022	11
ENSMUSG00000048772	chr4	117257766	117262766	+	0.0148	74
ENSMUSG00000048775	chr1	106988589	106993589	+	0.002	10
ENSMUSG00000048776	chr6	147255642	147260642	-	0.0104	52
ENSMUSG00000048779	chr7	100953639	100958639	-	0.0092	46
ENSMUSG00000048782	chr7	114794538	114799538	+	0.0058	29
ENSMUSG00000048787	chr7	119872047	119877047	-	0.0068	34
ENSMUSG00000048794	chr6	90413638	90418638	-	0.0102	51
ENSMUSG00000048796	chr3	108195949	108200949	-	0.0192	96
ENSMUSG00000048799	chr18	53710635	53715635	-	0.0116	58
ENSMUSG00000048806	chr4	88519899	88524899	-	0.0062	31
ENSMUSG00000048807	chr11	3908342	3913342	-	0.014	70
ENSMUSG00000048810	chr16	59282654	59287654	-	0.0064	32
ENSMUSG00000048814	chr1	38812678	38817678	-	0.0112	56
ENSMUSG00000048826	chr17	14197031	14202031	-	0.0158	79
ENSMUSG00000048827	chr8	109641951	109646951	+	0.0122	61
ENSMUSG00000048830	chr16	88771192	88776192	-	0.004	20
ENSMUSG00000048832	chr19	10699117	10704117	+	0.0136	68
ENSMUSG00000048833	chr12	80661112	80666112	+	0.0102	51
ENSMUSG00000048834	chr11	16340017	16345017	+	0.0042	21
ENSMUSG00000048852	chr11	48945941	48950941	-	0.0056	28
ENSMUSG00000048856	chr12	108843930	108848930	+	0.0068	34
ENSMUSG00000048865	chr1	171397126	171402126	+	0.009	45
ENSMUSG00000048874	chr1	30835630	30840630	-	0.007	35
ENSMUSG00000048875	chr18	50565677	50570677	-	0.008	40
ENSMUSG00000048878	chr11	103115478	103120478	+	0.0328	164
ENSMUSG00000048895	chr11	80476603	80481603	+	0.0496	248
ENSMUSG00000048897	chr7	80056993	80061993	+	0.0138	69
ENSMUSG00000048899	chr4	119476455	119481455	-	0.0114	57
ENSMUSG00000048904	chr13	56248820	56253820	-	0.0352	176
ENSMUSG00000048905	chr17	28903358	28908358	-	0.0164	82
ENSMUSG00000048911	chr2	131322978	131327978	-	0.0076	38
ENSMUSG00000048915	chr17	62740250	62745250	-	0.0092	46
ENSMUSG00000048919	chr11	59588393	59593393	-	0.0098	49
ENSMUSG00000048920	chr7	16810489	16815489	-	0.0312	156
ENSMUSG00000048921	chr7	127443147	127448147	-	0.02	100
ENSMUSG00000048922	chr14	67693586	67698586	-	0.0104	52
ENSMUSG00000048924	chr13	100680978	100685978	+	0.0092	46
ENSMUSG00000048930	chr6	113369454	113374454	-	0.017	85
ENSMUSG00000048933	chr14	49895628	49900628	-	0.0028	14
ENSMUSG00000048938	chr3	102949395	102954395	-	0.0098	49
ENSMUSG00000048939	chr16	29302791	29307791	-	0.0048	24
ENSMUSG00000048960	chr1	11146073	11151073	+	0.006	30
ENSMUSG00000048965	chr7	143778931	143783931	-	0.0118	59
ENSMUSG00000048967	chr8	69892750	69897750	-	0.0118	59
ENSMUSG00000048970	chrX	38630436	38635436	-	0.016	80
ENSMUSG00000048978	chr13	25258771	25263771	-	0.0076	38
ENSMUSG00000048981	chr11	100046098	100051098	-	0.0122	61
ENSMUSG00000048982	chr12	75411751	75416751	-	0.0132	66
ENSMUSG00000048988	chr5	139938832	139943832	+	0.008	40
ENSMUSG00000048992	chr17	23849315	23854315	+	0.0112	56
ENSMUSG00000048994	chrX	9847479	9852479	+	0.0044	22
ENSMUSG00000048996	chr13	21536460	21541460	-	0.0036	18
ENSMUSG00000048997	chr3	108204078	108209078	-	0.0188	94
ENSMUSG00000049001	chr6	65689458	65694458	+	0.0058	29
ENSMUSG00000049008	chr8	15041261	15046261	-	0.0144	72
ENSMUSG00000049010	chr9	40074116	40079116	+	0.0096	48
ENSMUSG00000049011	chr14	50146320	50151320	-	0.003	15
ENSMUSG00000049013	chr3	85995650	86000650	-	0.009	45
ENSMUSG00000049015	chr19	13362645	13367645	+	0.0036	18
ENSMUSG00000049018	chr2	37327143	37332143	+	0.0072	36
ENSMUSG00000049028	chr9	20298565	20303565	+	0.0028	14
ENSMUSG00000049036	chr12	113185226	113190226	+	0.0448	224
ENSMUSG00000049037	chr6	122925733	122930733	+	0.0072	36
ENSMUSG00000049038	chr10	85121230	85126230	-	0.007	35
ENSMUSG00000049041	chr11	73982687	73987687	-	0.0082	41
ENSMUSG00000049044	chr2	72116857	72121857	+	0.0122	61
ENSMUSG00000049047	chrX	134756525	134761525	+	0.0202	101
ENSMUSG00000049052	chr10	129841256	129846256	-	0.0032	16
ENSMUSG00000049057	chr2	89878231	89883231	+	0.0034	17
ENSMUSG00000049073	chr9	40125746	40130746	-	0.0064	32
ENSMUSG00000049076	chr16	31144325	31149325	-	0.0088	44
ENSMUSG00000049086	chr2	25704730	25709730	+	0.0228	114
ENSMUSG00000049090	chr18	84090336	84095336	+	0.0218	109
ENSMUSG00000049091	chr7	127270467	127275467	-	0.0266	133
ENSMUSG00000049092	chr14	45248721	45253721	+	0.0072	36
ENSMUSG00000049093	chr6	67454893	67459893	-	0.004	20
ENSMUSG00000049097	chr3	96595705	96600705	+	0.0338	169
ENSMUSG00000049098	chr9	38402347	38407347	+	0.0032	16
ENSMUSG00000049100	chr3	45404510	45409510	+	0.0048	24
ENSMUSG00000049103	chr9	124105253	124110253	+	0.0036	18
ENSMUSG00000049106	chr12	80383724	80388724	-	0.0078	39
ENSMUSG00000049107	chr6	126131661	126136661	-	0.0114	57
ENSMUSG00000049109	chr10	28773589	28778589	+	0.0044	22
ENSMUSG00000049112	chr6	112479313	112484313	-	0.011	55
ENSMUSG00000049115	chr13	30357154	30362154	+	0.007	35
ENSMUSG00000049119	chr4	5873656	5878656	+	0.0106	53
ENSMUSG00000049122	chr4	74105328	74110328	+	0.0036	18
ENSMUSG00000049123	chr7	29709625	29714625	-	0.005	25
ENSMUSG00000049124	chr17	26096564	26101564	-	0.0088	44
ENSMUSG00000049128	chr3	92569818	92574818	-	0.0032	16
ENSMUSG00000049130	chr7	16250641	16255641	-	0.0086	43
ENSMUSG00000049133	chr3	93206834	93211834	+	0.0202	101
ENSMUSG00000049134	chr19	56352536	56357536	-	0.0148	74
ENSMUSG00000049148	chr15	4473022	4478022	+	0.004	20
ENSMUSG00000049149	chr2	89929321	89934321	+	0.0026	13
ENSMUSG00000049152	chr15	9350752	9355752	+	0.0052	26
ENSMUSG00000049154	chr11	58794878	58799878	-	0.008	40
ENSMUSG00000049164	chr19	40903826	40908826	+	0.0044	22
ENSMUSG00000049168	chr6	42834450	42839450	+	0.0068	34
ENSMUSG00000049173	chr18	60581552	60586552	-	0.0114	57
ENSMUSG00000049176	chrX	168021770	168026770	-	0.0042	21
ENSMUSG00000049184	chr8	33399396	33404396	+	0.0096	48
ENSMUSG00000049191	chrX	102066424	102071424	-	0.0288	144
ENSMUSG00000049214	chr4	111978073	111983073	+	0.0048	24
ENSMUSG00000049217	chr10	129471308	129476308	+	0.003	15
ENSMUSG00000049225	chr4	11959818	11964818	-	0.0066	33
ENSMUSG00000049230	chr3	10087837	10092837	+	0.0192	96
ENSMUSG00000049232	chr6	59207951	59212951	+	0.0218	109
ENSMUSG00000049233	chr13	107411936	107416936	-	0.0064	32
ENSMUSG00000049241	chr5	123875878	123880878	-	0.028	140
ENSMUSG00000049252	chr2	41621935	41626935	-	0.0024	12
ENSMUSG00000049265	chr5	30604220	30609220	+	0.0122	61
ENSMUSG00000049280	chr7	108645621	108650621	-	0.003	15
ENSMUSG00000049281	chr9	40277917	40282917	+	0.012	60
ENSMUSG00000049285	chr5	138192467	138197467	+	0.026	130
ENSMUSG00000049287	chr11	59157054	59162054	-	0.0164	82
ENSMUSG00000049288	chr3	96611160	96616160	+	0.008	40
ENSMUSG00000049291	chr11	59371663	59376663	-	0.0138	69
ENSMUSG00000049295	chr14	52010905	52015905	-	0.0346	173
ENSMUSG00000049299	chr11	69322386	69327386	+	0.0342	171
ENSMUSG00000049300	chr3	110246053	110251053	-	0.0288	144
ENSMUSG00000049303	chr19	4459177	4464177	-	0.0136	68
ENSMUSG00000049305	chr9	108460732	108465732	+	0.023	115
ENSMUSG00000049307	chr9	14747856	14752856	-	0.033	165
ENSMUSG00000049313	chr9	42042008	42047008	-	0.0154	77
ENSMUSG00000049314	chr9	109185101	109190101	-	0.0054	27
ENSMUSG00000049315	chr2	36784637	36789637	+	0.0042	21
ENSMUSG00000049321	chr11	50904938	50909938	-	0.0096	48
ENSMUSG00000049323	chr11	60780405	60785405	+	0.011	55
ENSMUSG00000049327	chr5	124448619	124453619	+	0.018	90
ENSMUSG00000049334	chr9	38446614	38451614	+	0.0044	22
ENSMUSG00000049336	chr11	36618810	36623810	-	0.0092	46
ENSMUSG00000049339	chr1	75142845	75147845	+	0.0186	93
ENSMUSG00000049349	chr3	138055574	138060574	-	0.0094	47
ENSMUSG00000049350	chr7	127066242	127071242	-	0.0088	44
ENSMUSG00000049353	chr1	191980326	191985326	+	0.0136	68
ENSMUSG00000049354	chr11	106045598	106050598	+	0.0122	61
ENSMUSG00000049357	chr18	34586157	34591157	-	0.0062	31
ENSMUSG00000049362	chr16	58795237	58800237	-	0.0048	24
ENSMUSG00000049372	chr2	88459533	88464533	+	0.0048	24
ENSMUSG00000049382	chr15	101998026	102003026	-	0.0202	101
ENSMUSG00000049387	chr5	71493014	71498014	-	0.005	25
ENSMUSG00000049396	chr11	76211617	76216617	-	0.0106	53
ENSMUSG00000049401	chr2	180590040	180595040	+	0.0124	62
ENSMUSG00000049404	chr3	67494747	67499747	-	0.0088	44
ENSMUSG00000049409	chr6	87582167	87587167	-	0.012	60
ENSMUSG00000049410	chr4	134053917	134058917	+	0.018	90
ENSMUSG00000049411	chr18	12040493	12045493	-	0.01	50
ENSMUSG00000049420	chr10	25993191	25998191	-	0.0148	74
ENSMUSG00000049421	chr7	30098699	30103699	+	0.01	50
ENSMUSG00000049422	chr10	75932938	75937938	+	0.0208	104
ENSMUSG00000049427	chr11	53467614	53472614	-	0.0136	68
ENSMUSG00000049436	chr16	38784193	38789193	-	0.0124	62
ENSMUSG00000049439	chr1	60363191	60368191	+	0.0084	42
ENSMUSG00000049456	chr1	173212987	173217987	+	0.0064	32
ENSMUSG00000049470	chr11	53383831	53388831	+	0.006	30
ENSMUSG00000049482	chr8	122477640	122482640	+	0.0212	106
ENSMUSG00000049488	chr4	12062187	12067187	-	0.0072	36
ENSMUSG00000049489	chr11	78748617	78753617	-	0.0182	91
ENSMUSG00000049491	chr11	55135761	55140761	-	0.009	45
ENSMUSG00000049493	chr9	95796476	95801476	-	0.0108	54
ENSMUSG00000049498	chr19	12930796	12935796	+	0.005	25
ENSMUSG00000049502	chr16	35930331	35935331	-	0.0144	72
ENSMUSG00000049504	chr3	53470210	53475210	+	0.0154	77
ENSMUSG00000049506	chr11	104186245	104191245	+	0.0168	84
ENSMUSG00000049511	chr9	81628559	81633559	-	0.0286	143
ENSMUSG00000049515	chr1	91332690	91337690	+	0.0118	59
ENSMUSG00000049516	chr7	46996903	47001903	-	0.0124	62
ENSMUSG00000049517	chr13	90921454	90926454	+	0.0206	103
ENSMUSG00000049521	chr15	78844274	78849274	+	0.0212	106
ENSMUSG00000049526	chr9	59526766	59531766	-	0.0096	48
ENSMUSG00000049528	chr1	174085337	174090337	+	0.006	30
ENSMUSG00000049530	chr5	45456450	45461450	+	0.0066	33
ENSMUSG00000049532	chr14	52317467	52322467	-	0.0084	42
ENSMUSG00000049536	chrX	136707230	136712230	+	0.0142	71
ENSMUSG00000049537	chr5	83314170	83319170	-	0.0058	29
ENSMUSG00000049538	chr13	70782306	70787306	-	0.011	55
ENSMUSG00000049539	chr13	23761536	23766536	+	0.0282	141
ENSMUSG00000049548	chr15	101543444	101548444	-	0.0124	62
ENSMUSG00000049550	chr5	123628706	123633706	-	0.0158	79
