ens_id	symbol	chr	start	end	strand
ENSMUSG00000024155	Meiob	chr17	24804382	24839787	+
ENSMUSG00000054321	Taf4b	chr18	14783245	14900359	+
ENSMUSG00000075002	Gm813	chr16	58613686	58616978	-
ENSMUSG00000024960	Plcb3	chr19	6953714	6969759	-
ENSMUSG00000025094	Slc18a2	chr19	59260878	59296012	+
ENSMUSG00000042406	Atf4	chr15	80255184	80257540	+
ENSMUSG00000090808	Gm1758	chr16	14502100	14509199	+
ENSMUSG00000073532	Gm7276	chr18	77185006	77186257	-
ENSMUSG00000096768	Erdr1	chrY	90784738	90816464	+
ENSMUSG00000053226	Dand5	chr8	84815405	84822823	-
ENSMUSG00000058176	Gm5407	chr16	49296648	49297394	-
ENSMUSG00000016541	Atxn10	chr15	85336381	85463836	+
ENSMUSG00000094115	Spin2-ps6	chrX	33234869	33235393	+
ENSMUSG00000051219	3100002H09Rik	chr4	124609931	124610803	-
ENSMUSG00000040605	Bace2	chr16	97356728	97439012	+
ENSMUSG00000037815	Ctnna1	chr18	35118888	35254773	+
ENSMUSG00000073371	Gm6594	chr17	82539258	82539545	+
ENSMUSG00000046805	Mpeg1	chr19	12460779	12465284	+
ENSMUSG00000074178	Gm10638	chr8	86745699	86746603	+
ENSMUSG00000090889	Gm17428	chr14	54976933	54977025	+
ENSMUSG00000048572	Tmem252	chr19	24674008	24679661	+
ENSMUSG00000073290	Gm10490	chrX	7909542	7909927	+
ENSMUSG00000094203	Gm17267	chrX	126017557	126018055	+
ENSMUSG00000023034	Nr4a1	chr15	101266846	101274792	+
ENSMUSG00000091922	Gm17409	chr2	58470116	58471077	+
ENSMUSG00000037603	Gm5519	chr19	33822908	33825071	+
ENSMUSG00000022614	Lmf2	chr15	89351004	89355659	-
ENSMUSG00000074922	Fam122a	chr19	24476502	24477356	-
ENSMUSG00000022615	Tymp	chr15	89371931	89377039	-
ENSMUSG00000055456	Gm9972	chr11	43035746	43037278	+
ENSMUSG00000042834	Nrep	chr18	33437019	33464029	-
ENSMUSG00000040247	Tbc1d10c	chr19	4184358	4191047	-
ENSMUSG00000032624	Eml4	chr17	83350931	83480361	+
ENSMUSG00000024800	Rpp30	chr19	36083716	36104772	+
ENSMUSG00000052469	Tcp10c	chr17	13354572	13377223	+
ENSMUSG00000056612	Ppp1r14b	chr19	6975048	6977324	+
ENSMUSG00000053799	Exoc6	chr19	37550418	37683245	+
ENSMUSG00000024353	Mzb1	chr18	35647266	35649367	-
ENSMUSG00000002658	Gtf2f1	chr17	57003405	57011288	-
ENSMUSG00000038555	Reep2	chr18	34840589	34847463	+
ENSMUSG00000006850	Tmco6	chr18	36735068	36742391	+
ENSMUSG00000024897	Apba1	chr19	23758876	23949597	+
ENSMUSG00000002668	Dennd1c	chr17	57066056	57078510	-
ENSMUSG00000074872	Ctxn2	chr2	125136692	125147839	+
ENSMUSG00000022871	Fetub	chr16	22918382	22939766	+
ENSMUSG00000049124	Gm8186	chr17	26098872	26099257	-
ENSMUSG00000091896	Ube2d2a	chr18	35771559	35807172	+
ENSMUSG00000095965	Gm17693	chrX	125705444	125705941	+
ENSMUSG00000024132	Eci1	chr17	24426683	24439316	+
ENSMUSG00000066178	6030445D17Rik	chr4	136462250	136463977	+
ENSMUSG00000024891	Slc29a2	chr19	5024006	5031971	+
ENSMUSG00000025178	Pi4k2a	chr19	42090435	42122218	+
ENSMUSG00000024578	Il17b	chr18	61687935	61692537	+
ENSMUSG00000069743	Zfp820	chr17	21816876	21845759	-
ENSMUSG00000054589	Gm9949	chr18	62180126	62184405	+
ENSMUSG00000007480	Mc5r	chr18	68337603	68339711	+
ENSMUSG00000024127	Prepl	chr17	85063477	85090267	-
ENSMUSG00000042535	Gtpbp1	chr15	79690895	79721478	+
ENSMUSG00000025202	Scd3	chr19	44203288	44244016	+
ENSMUSG00000033501	Crygs	chr16	22805203	22811410	-
ENSMUSG00000060166	Zdhhc8	chr16	18220754	18235136	-
ENSMUSG00000033597	Caskin1	chr17	24488783	24508905	+
ENSMUSG00000045665	Mfsd5	chr15	102279456	102281744	+
ENSMUSG00000034265	Zdhhc14	chr17	5492600	5753891	+
ENSMUSG00000052928	Ctif	chr18	75431224	75697696	-
ENSMUSG00000024975	Pdcd4	chr19	53892231	53929861	+
ENSMUSG00000024580	Grpel2	chr18	61712440	61726331	-
ENSMUSG00000050945	Zfp438	chr18	5210031	5334439	-
ENSMUSG00000024131	Slc3a1	chr17	85028347	85064243	+
ENSMUSG00000024875	Yif1a	chr19	5088538	5092879	+
ENSMUSG00000036225	Kctd1	chr18	14968685	15151446	-
ENSMUSG00000024487	Yipf5	chr18	40204865	40219399	-
ENSMUSG00000069518	Gm10271	chr10	116956824	116972609	-
ENSMUSG00000022575	Gsdmd	chr15	75862339	75867404	+
ENSMUSG00000012282	Wnt8a	chr18	34542313	34548273	+
ENSMUSG00000090625	Gm20721	chr2	174330319	174346712	-
ENSMUSG00000041362	Shtn1	chr19	58973358	59076069	-
ENSMUSG00000023066	Rttn	chr18	88971790	89131013	+
ENSMUSG00000033618	Map3k13	chr16	21891969	21931877	+
ENSMUSG00000042179	Pnliprp1	chr19	58728887	58744169	+
ENSMUSG00000073460	Pnldc1	chr17	12888902	12910000	-
ENSMUSG00000057409	Zfp53	chr17	21491256	21509764	+
ENSMUSG00000033187	BC016579	chr16	45626848	45654118	-
ENSMUSG00000055745	Rtl6	chr15	84553398	84557823	-
ENSMUSG00000053624	Gykl1	chr18	52693679	52695668	+
ENSMUSG00000024740	Ddb1	chr19	10605625	10629813	+
ENSMUSG00000095860	Gm21775	chrY	10553453	10553992	+
ENSMUSG00000096930	Gm26657	chr4	56740070	56741377	+
ENSMUSG00000023972	Ptk7	chr17	46564451	46629504	-
ENSMUSG00000024538	Ppic	chr18	53406341	53418007	-
ENSMUSG00000066878	Gm10184	chr17	89908511	89910449	-
ENSMUSG00000093996	Fam205a3	chr4	42318334	42323929	+
ENSMUSG00000078240	Gm3550	chr18	34736359	34738014	+
ENSMUSG00000043301	Kcnj6	chr16	94749266	94997696	-
ENSMUSG00000002365	Snx9	chr17	5841328	5931033	+
ENSMUSG00000056214	Pard6g	chr18	80046895	80119640	+
ENSMUSG00000022591	Gm9747	chr1	82233112	82235933	+
ENSMUSG00000095462	Gm21725	chrY	13348521	13349063	-
ENSMUSG00000054116	E130116L18Rik	chr5	25222848	25223153	-
ENSMUSG00000034039	Prss29	chr17	25318654	25322681	+
ENSMUSG00000038071	Npy6r	chr18	44270127	44277700	+
ENSMUSG00000096645	Spin2e	chrX	31618216	31618920	-
ENSMUSG00000071654	Uqcc3	chr19	8880016	8880933	-
ENSMUSG00000024346	Pfdn1	chr18	36403679	36454495	-
ENSMUSG00000024841	Eif1ad	chr19	5366813	5371511	+
ENSMUSG00000048875	Pudp	chr18	50567656	50568699	-
ENSMUSG00000058932	Gm2174	chrX	56447965	56448366	+
ENSMUSG00000071711	Mpst	chr15	78406712	78414002	+
ENSMUSG00000038910	Plcl2	chr17	50509547	50688493	+
ENSMUSG00000079382	Gm3443	chr19	21555674	21557657	+
ENSMUSG00000025738	Fbxl16	chr17	25809085	25821244	+
ENSMUSG00000075465	Gm10837	chr14	122490586	122492121	+
ENSMUSG00000044201	Cdc25c	chr18	34732997	34751533	-
ENSMUSG00000026322	Htr4	chr18	62324204	62467802	+
ENSMUSG00000095332	Gm9821	chr2	91945703	91947655	+
ENSMUSG00000066938	Gm10190	chr17	80373218	80373541	-
ENSMUSG00000091193	Gm17333	chr16	77846693	77853020	+
ENSMUSG00000024878	Cbwd1	chr19	24919916	24961616	-
ENSMUSG00000036880	Acaa2	chr18	74779197	74806207	+
ENSMUSG00000068068	Gm7735	chr16	89169490	89169648	+
ENSMUSG00000091198	Gm5218	chr15	81499084	81499548	-
ENSMUSG00000096968	Gm26620	chr1	170885065	170885881	+
ENSMUSG00000068085	Cyp2d11	chr15	82389154	82394022	-
ENSMUSG00000091347	Gm10772	chr13	66227319	66227573	-
ENSMUSG00000024096	Ralbp1	chr17	65848433	65885755	-
ENSMUSG00000094695	Gm21953	chr4	42294267	42294855	+
ENSMUSG00000024271	Elp2	chr18	24603961	24638830	+
ENSMUSG00000067150	Xpo5	chr17	46202855	46242299	+
ENSMUSG00000062376	Borcs7	chr19	46689906	46703382	+
ENSMUSG00000090747	Esp8	chr17	40520022	40530702	+
ENSMUSG00000024451	Arap3	chr18	37972624	37997574	-
ENSMUSG00000014769	Psmb1	chr17	15475721	15498276	-
ENSMUSG00000024301	Kifc5b	chr17	26917091	26932579	+
ENSMUSG00000094620	Cldn34c3	chrX	123793665	123813765	+
ENSMUSG00000091028	Gm10722	chr9	3000922	3002330	+
ENSMUSG00000079439	Gm11116	chr5	88110567	88111530	-
ENSMUSG00000096120	Gm21800	chrY	41406498	41407040	+
ENSMUSG00000022400	Rbx1	chr15	81466316	81476369	+
ENSMUSG00000053821	Gm9922	chr14	101729380	101729814	-
ENSMUSG00000036855	Gjd4	chr18	9278607	9282809	-
ENSMUSG00000055795	Gm5160	chr18	14424868	14425311	+
ENSMUSG00000058057	Mettl7a3	chr15	100334929	100340341	+
ENSMUSG00000012017	Scarf2	chr16	17797282	17808287	+
ENSMUSG00000036218	Pdzrn4	chr15	92396915	92771819	+
ENSMUSG00000095693	Gm21820	chrY	5248359	5249441	-
ENSMUSG00000036103	Colec12	chr18	9707648	9877995	+
ENSMUSG00000055072	Gm9964	chr11	79296179	79296906	-
ENSMUSG00000045699	Gm21411	chr4	146892406	146909590	-
ENSMUSG00000022456	Sep-03	chr15	82274935	82294442	+
ENSMUSG00000024910	Ctsw	chr19	5465240	5468498	-
ENSMUSG00000018008	Cyth4	chr15	78597047	78622019	+
ENSMUSG00000024087	Cyp1b1	chr17	79706953	79715041	-
ENSMUSG00000025014	Dntt	chr19	41029275	41059523	+
ENSMUSG00000041491	Cep78	chr19	15955774	15984989	-
ENSMUSG00000033826	Dnah8	chr17	30624354	30875264	+
ENSMUSG00000022517	Mgrn1	chr16	4886100	4938296	+
ENSMUSG00000057174	Krtap19-9b	chr16	88931804	88932264	-
ENSMUSG00000079039	Gm11037	chr2	131133497	131134215	+
ENSMUSG00000053414	Hunk	chr16	90386397	90499553	+
ENSMUSG00000041852	Tcf20	chr15	82808629	82912134	-
ENSMUSG00000041215	Yeats2	chr16	20141063	20232573	+
ENSMUSG00000024833	Pola2	chr19	5940543	5964206	-
ENSMUSG00000059326	Csf2ra	chr19	61224402	61228418	-
ENSMUSG00000023903	Mmp25	chr17	23629458	23645269	-
ENSMUSG00000041130	Zfp598	chr17	24669752	24682015	+
ENSMUSG00000023912	Slc25a27	chr17	43641900	43667015	-
ENSMUSG00000025016	Tm9sf3	chr19	41210842	41264004	-
ENSMUSG00000094168	Gm21903	chr17	39042634	39043341	-
ENSMUSG00000023947	Nfkbie	chr17	45555716	45563169	+
ENSMUSG00000033022	Cdo1	chr18	46713205	46728342	-
ENSMUSG00000039616	Mocos	chr18	24653691	24701556	+
ENSMUSG00000094346	Gm21746	chrY	6237453	6237995	-
ENSMUSG00000044172	Ptx4	chr17	25120760	25125268	+
ENSMUSG00000054945	Gm9958	chr5	90367204	90368487	+
ENSMUSG00000047259	Mc4r	chr18	66857715	66860472	-
ENSMUSG00000078117	Gm16485	chr9	8971791	8975773	+
ENSMUSG00000092097	Gm5819	chr18	8694077	8694541	+
ENSMUSG00000036299	BC031181	chr18	75005900	75009933	+
ENSMUSG00000040694	Apobec2	chr17	48419231	48432728	-
ENSMUSG00000073492	Gm10521	chr1	171895664	171898237	+
ENSMUSG00000091285	Gm17430	chr18	9726197	9726670	-
ENSMUSG00000005836	Gata6	chr18	11052510	11085635	+
ENSMUSG00000078160	Gm16503	chr4	147540218	147543500	+
ENSMUSG00000054723	Vmac	chr17	56713932	56717699	-
ENSMUSG00000095602	Gm21788	chrY	7405010	7405552	+
ENSMUSG00000024556	Me2	chr18	73770040	73815392	-
ENSMUSG00000023000	Dhh	chr15	98893031	98898540	-
ENSMUSG00000022464	Slc38a4	chr15	96994823	97055956	-
ENSMUSG00000047466	8030462N17Rik	chr18	77633281	77714010	-
ENSMUSG00000094462	Gm21028	chr7	42578466	42578588	-
ENSMUSG00000024261	Syt4	chr18	31437808	31447415	-
ENSMUSG00000097112	Gm26727	chr2	67432816	67433181	-
ENSMUSG00000045316	Fahd1	chr17	24848896	24850302	-
ENSMUSG00000073052	D130052B06Rik	chr11	33599302	33625618	+
ENSMUSG00000023892	Zfp51	chr17	21450352	21465591	+
ENSMUSG00000022868	Ahsg	chr16	22892042	22899438	+
ENSMUSG00000046201	Scaf8	chr17	3114972	3198855	+
ENSMUSG00000041057	Wdr43	chr17	71616215	71659031	+
ENSMUSG00000022571	Pycrl	chr15	75916463	75921560	-
ENSMUSG00000091768	Gm17617	chr13	55132962	55133548	-
ENSMUSG00000024313	Mep1b	chr18	21072344	21100199	+
ENSMUSG00000091844	Gm8251	chr1	44055952	44061936	-
ENSMUSG00000047293	Gpr15	chr16	58717435	58718724	-
ENSMUSG00000053706	B430305J03Rik	chr3	61362250	61365951	-
ENSMUSG00000039628	Hs3st6	chr17	24753003	24758683	+
ENSMUSG00000094018	S100a2	chr3	90590247	90591508	+
ENSMUSG00000035868	Zfp983	chr17	21657582	21662540	+
ENSMUSG00000021545	1700067P10Rik	chr17	48089632	48090920	+
ENSMUSG00000043050	Tnp2	chr16	10787936	10788655	-
ENSMUSG00000046962	Zbtb21	chr16	97947435	97962621	-
ENSMUSG00000095407	Tmem200c	chr17	68837136	68843138	+
ENSMUSG00000059408	Mrgprh	chr17	12876034	12877842	+
ENSMUSG00000036800	Fam135b	chr15	71445678	71727838	-
ENSMUSG00000032796	Lama1	chr17	67697265	67822645	+
ENSMUSG00000024033	Rsph1	chr17	31255019	31277356	-
ENSMUSG00000023043	Krt18	chr15	102028216	102032026	+
ENSMUSG00000044986	Tst	chr15	78399556	78405859	-
ENSMUSG00000024383	Map3k2	chr18	32163089	32236751	+
ENSMUSG00000095474	Cldn34c2	chrX	123581700	123602134	+
ENSMUSG00000022431	Ribc2	chr15	85132099	85144569	+
ENSMUSG00000024966	Stip1	chr19	7020696	7040026	-
ENSMUSG00000023931	Efhb	chr17	53398889	53463321	-
ENSMUSG00000024241	Sos1	chr17	80393752	80480453	-
ENSMUSG00000024082	Ndufaf7	chr17	78937135	78948052	+
ENSMUSG00000024260	Sap130	chr18	31634371	31723061	+
ENSMUSG00000024900	Cpt1a	chr19	3323301	3385732	+
ENSMUSG00000024357	Sil1	chr18	35266400	35498925	-
ENSMUSG00000022404	Slc25a17	chr15	81318921	81360765	-
ENSMUSG00000071858	Gm94	chr18	43777196	43792878	-
ENSMUSG00000070023	Gm10283	chr8	60430024	60503198	-
ENSMUSG00000008482	Rnf151	chr17	24715839	24718057	-
ENSMUSG00000049760	2410015M20Rik	chr17	56607452	56609771	-
ENSMUSG00000024256	Adcyap1	chr17	93199422	93205485	+
ENSMUSG00000005823	Gpr108	chr17	57234914	57247641	-
ENSMUSG00000096194	Btbd35f2	chrX	32278394	32280342	+
ENSMUSG00000054648	Zfp869	chr8	69706332	69710724	-
ENSMUSG00000095240	Cypt14	chrX	39862919	39863604	-
ENSMUSG00000071713	Csf2rb	chr15	78325990	78351000	+
ENSMUSG00000049653	Spatc1	chr15	76268089	76292572	+
ENSMUSG00000033825	Tpsb2	chr17	25366550	25368094	+
ENSMUSG00000024907	Gal	chr19	3409919	3414472	-
ENSMUSG00000033220	Rac2	chr15	78559169	78572783	-
ENSMUSG00000000127	Fer	chr17	63896018	64139494	+
ENSMUSG00000046585	Cfap58	chr19	47937712	48035379	+
ENSMUSG00000060992	Copz1	chr15	103272911	103299862	+
ENSMUSG00000022307	Oxr1	chr15	41447482	41861048	+
ENSMUSG00000034108	Ccs	chr19	4825366	4839322	-
ENSMUSG00000045521	Tssk2	chr16	17898637	17900023	+
ENSMUSG00000024885	Aldh3b1	chr19	3913493	3929761	-
ENSMUSG00000050239	Krtap24-1	chr16	88610709	88612279	-
ENSMUSG00000068227	Il2rb	chr15	78480553	78495066	-
ENSMUSG00000023909	Paqr4	chr17	23736186	23740330	-
ENSMUSG00000024660	Incenp	chr19	9872297	9899533	-
ENSMUSG00000053560	Ier2	chr8	84661331	84662852	-
ENSMUSG00000035804	Ins1	chr19	52264323	52265456	+
ENSMUSG00000025732	Mcrip2	chr17	25863698	25868738	-
ENSMUSG00000040828	Catsperd	chr17	56628143	56664456	+
ENSMUSG00000023959	Clic5	chr17	44188572	44280168	+
ENSMUSG00000083282	Ctsf	chr19	4855129	4860912	+
ENSMUSG00000071659	Hnrnpul2	chr19	8819401	8834142	+
ENSMUSG00000071273	Gm5145	chr17	20570362	20571198	+
ENSMUSG00000035376	Hacd2	chr16	35022421	35109175	+
ENSMUSG00000048544	5930422O12Rik	chr8	33428709	33429548	+
ENSMUSG00000078677	Gm10974	chr7	66365905	66386309	+
ENSMUSG00000016619	Nup50	chr15	84923428	84942955	+
ENSMUSG00000078963	Hsbp1l1	chr18	80229758	80247102	-
ENSMUSG00000036061	Smug1	chr15	103153307	103158002	-
ENSMUSG00000042372	Dmrt3	chr19	25610537	25623920	+
ENSMUSG00000024854	Pold4	chr19	4231899	4233631	+
ENSMUSG00000067279	Ppp1r3c	chr19	36731737	36736653	-
ENSMUSG00000022748	Cmss1	chr16	57302199	57606825	-
ENSMUSG00000023963	Cyp39a1	chr17	43667425	43751431	+
ENSMUSG00000071073	Lrrc73	chr17	46254165	46257316	+
ENSMUSG00000005370	Msh6	chr17	87975050	87990883	+
ENSMUSG00000050121	Opalin	chr19	41062474	41077113	-
ENSMUSG00000092004	Gm17482	chr6	115227343	115259294	+
ENSMUSG00000073375	Lrrc30	chr17	67630965	67632723	-
ENSMUSG00000050224	Krtap13	chr16	88750747	88751628	-
ENSMUSG00000000531	Grasp	chr15	101224207	101232755	+
ENSMUSG00000095098	Ccdc85b	chr19	5456789	5457397	-
ENSMUSG00000060691	Krtap19-1	chr16	88868918	88869410	-
ENSMUSG00000091449	Gm10269	chr18	20682592	20682963	-
ENSMUSG00000063234	Gpr84	chr15	103308236	103310438	-
ENSMUSG00000095879	Gm21764	chrY	18061270	18061812	-
ENSMUSG00000094161	Gm21904	chrY	17845724	17846266	-
ENSMUSG00000090897	Gm44501	chr17	40561507	40579549	+
ENSMUSG00000095229	Btbd35f26	chrX	31336454	31337950	+
ENSMUSG00000037204	Atg101	chr15	101284301	101290934	+
ENSMUSG00000024989	Cep55	chr19	38055025	38074425	+
ENSMUSG00000052031	Tagap1	chr17	6954965	6961156	-
ENSMUSG00000049740	5330417H12Rik	chr7	107623971	107625161	-
ENSMUSG00000038274	Fau	chr19	6057888	6059524	+
ENSMUSG00000073789	Gm10577	chr4	101020298	101020696	-
ENSMUSG00000063905	Gm10139	chr13	65512678	65512848	+
ENSMUSG00000023949	Tcte1	chr17	45523434	45542679	+
ENSMUSG00000037104	Socs5	chr17	87107679	87137583	+
ENSMUSG00000054640	Slc8a1	chr17	81388691	81649607	-
ENSMUSG00000025076	Casp7	chr19	56397129	56442344	+
ENSMUSG00000042816	Gpr151	chr18	42578020	42579652	-
ENSMUSG00000054136	Adm2	chr15	89322972	89324728	+
ENSMUSG00000074925	Ptar1	chr19	23687400	23721129	+
ENSMUSG00000001227	Sema6b	chr17	56123085	56140343	-
ENSMUSG00000073568	Arl14epl	chr18	46925982	46934222	+
ENSMUSG00000024855	Pacs1	chr19	5133688	5273119	-
ENSMUSG00000079438	Gm11115	chr5	88154023	88154099	-
ENSMUSG00000053536	Cstf2t	chr19	31082841	31086590	+
ENSMUSG00000079264	Gm11077	chr6	140729284	140756053	+
ENSMUSG00000090673	Gm340	chr19	41582370	41586536	+
ENSMUSG00000035783	Acta2	chr19	34241090	34255336	-
ENSMUSG00000022705	Drd3	chr16	43762221	43822932	+
ENSMUSG00000003200	Sh3gl1	chr17	56016753	56036637	-
ENSMUSG00000056078	Lipm	chr19	34100943	34122687	+
ENSMUSG00000093883	Gm21866	chrY	13465037	13465579	-
ENSMUSG00000095992	Krtap22-2	chr16	89010380	89010759	-
ENSMUSG00000049548	Krt82	chr15	101541229	101550659	-
ENSMUSG00000011752	Pgam1	chr19	41911871	41918664	+
ENSMUSG00000054134	Umodl1	chr17	30954679	31010708	+
ENSMUSG00000025025	Mxi1	chr19	53310506	53375810	+
ENSMUSG00000075600	Zc3h3	chr15	75754432	75841915	-
ENSMUSG00000024067	Dpy30	chr17	74299474	74323944	-
ENSMUSG00000024990	Rbp4	chr19	38116620	38125321	-
ENSMUSG00000025226	Fbxl15	chr19	46328184	46330446	+
ENSMUSG00000015575	Atp6v0e	chr17	26676396	26699644	+
ENSMUSG00000037579	Kcnh3	chr15	99224976	99242817	+
ENSMUSG00000022844	Pdia5	chr16	35397313	35490873	-
ENSMUSG00000039330	Tsga10ip	chr19	5390049	5394401	-
ENSMUSG00000024072	Yipf4	chr17	74489493	74500277	+
ENSMUSG00000096736	Gm17535	chr9	3034599	3035805	+
ENSMUSG00000095909	Gm10324	chr13	66119547	66122836	+
ENSMUSG00000067929	Gm10226	chr17	21691860	21692114	+
ENSMUSG00000025218	Poll	chr19	45552275	45560531	-
ENSMUSG00000097411	B430218F22Rik	chr13	118386630	118388124	+
ENSMUSG00000068114	Ccdc134	chr15	82127922	82142200	+
ENSMUSG00000062226	Gm10112	chrX	111168340	111168693	+
ENSMUSG00000036097	Slf2	chr19	44931119	44983787	+
ENSMUSG00000079594	BC117090	chr16	36321665	36334332	-
ENSMUSG00000067615	Krt81	chr15	101459061	101463765	-
ENSMUSG00000066378	Gm10160	chr7	81855533	81855794	-
ENSMUSG00000025036	Sfxn2	chr19	46573365	46596898	+
ENSMUSG00000019080	Mfsd3	chr15	76701542	76704239	+
ENSMUSG00000000673	Haao	chr17	83831356	83846790	-
ENSMUSG00000075480	Gm10840	chr11	106160850	106161158	+
ENSMUSG00000034041	Lyl1	chr8	84701457	84704715	+
ENSMUSG00000039770	Ypel5	chr17	72836704	72851195	+
ENSMUSG00000050299	Gm9843	chr16	76403209	76403712	-
ENSMUSG00000095540	Esp4	chr17	40598594	40602618	+
ENSMUSG00000018865	Sult4a1	chr15	84076097	84105754	-
ENSMUSG00000022651	Retnlg	chr16	48872608	48874498	+
ENSMUSG00000053508	BC048502	chr15	103438965	103448459	-
ENSMUSG00000025066	Sfr1	chr19	47731756	47735588	+
ENSMUSG00000058368	Krtap21-1	chr16	89403027	89403774	-
ENSMUSG00000023932	Cdc5l	chr17	45391892	45433707	-
ENSMUSG00000069379	Gm4950	chr18	51865264	51865881	-
ENSMUSG00000022462	Slc38a2	chr15	96687394	96699698	-
ENSMUSG00000097704	Gm26741	chr10	52358767	52358853	+
ENSMUSG00000074807	Gm10762	chr2	128966593	128967725	-
ENSMUSG00000024076	Vit	chr17	78508063	78627409	+
ENSMUSG00000023945	Slc5a7	chr17	54273594	54299034	-
ENSMUSG00000047061	Gm9817	chr13	45078692	45081222	+
ENSMUSG00000093857	Btbd35f22	chrX	32047829	32049325	+
ENSMUSG00000039473	Ubn1	chr16	5050068	5086285	+
ENSMUSG00000073639	Rab18	chr18	6765205	6790231	+
ENSMUSG00000063576	Klhdc3	chr17	46674550	46680930	-
ENSMUSG00000023018	Smarcd1	chr15	99702287	99713995	+
ENSMUSG00000024078	Ttc27	chr17	74717750	74863570	+
ENSMUSG00000023020	Cox14	chr15	99725618	99728136	+
ENSMUSG00000022673	Mcm4	chr16	15623897	15637400	-
ENSMUSG00000024942	Capn1	chr19	5988546	6015825	-
ENSMUSG00000024842	Cabp4	chr19	4135425	4139609	-
ENSMUSG00000045903	Npas4	chr19	4984355	4989971	-
ENSMUSG00000059481	Plg	chr17	12378609	12419384	+
ENSMUSG00000039982	Dtx4	chr19	12466341	12501996	-
ENSMUSG00000056917	Sipa1	chr19	5651185	5663707	-
ENSMUSG00000050612	Txndc2	chr17	65637505	65642204	-
ENSMUSG00000069833	Ahnak	chr19	8989284	9076919	+
ENSMUSG00000047044	D030056L22Rik	chr19	18713193	18718428	+
ENSMUSG00000005873	Reep5	chr18	34344889	34373415	-
ENSMUSG00000037477	Tbx10	chr19	3992752	3999511	+
ENSMUSG00000047810	Ccdc88b	chr19	6844623	6858211	-
ENSMUSG00000012114	Med15	chr16	17651221	17722930	-
ENSMUSG00000013662	Atad1	chr19	32672563	32712298	-
ENSMUSG00000025013	Tll2	chr19	41083981	41206774	-
ENSMUSG00000024485	Slc4a9	chr18	36528157	36541293	+
ENSMUSG00000024598	Fbn2	chr18	58008623	58209926	-
ENSMUSG00000024824	Rad9a	chr19	4195198	4201603	-
ENSMUSG00000094404	Gm21776	chrY	76378662	76379744	+
ENSMUSG00000066990	Gm10192	chr4	97182840	97183166	-
ENSMUSG00000096255	Dynlt1b	chr17	6430112	6436293	+
ENSMUSG00000046139	Patl1	chr19	11912399	11945096	+
ENSMUSG00000095754	Spin2f	chrX	31253894	31255381	+
ENSMUSG00000047656	Trpt1	chr19	6996131	6999044	+
ENSMUSG00000073565	Prr16	chr18	51117898	51304641	+
ENSMUSG00000096828	Gm3618	chr14	6314876	6343678	-
ENSMUSG00000045730	Adrb2	chr18	62177817	62179959	-
ENSMUSG00000048027	Rgmb	chr17	15806253	15826586	-
ENSMUSG00000024899	Papss2	chr19	32620005	32667187	+
ENSMUSG00000024987	Cyp26a1	chr19	37697808	37701528	+
ENSMUSG00000014503	Pkd2l2	chr18	34409423	34442789	+
ENSMUSG00000007338	Mrpl49	chr19	6053630	6057751	-
ENSMUSG00000078735	Il11ra2	chr4	42656355	42661893	-
ENSMUSG00000042622	Maff	chr15	79347541	79359072	+
ENSMUSG00000047787	Flrt1	chr19	7092014	7105729	-
ENSMUSG00000033306	Lpp	chr16	24393350	24992576	+
ENSMUSG00000022141	Nipbl	chr15	8291225	8444463	-
ENSMUSG00000074746	Pdzd8	chr19	59296084	59345780	-
ENSMUSG00000091497	Gm44	chrX	90892142	90893134	+
ENSMUSG00000094351	Gm21883	chrX	31573106	31574283	-
ENSMUSG00000050439	Enthd1	chr15	80452240	80560470	-
ENSMUSG00000036568	Bicral	chr17	46798116	46831413	-
ENSMUSG00000025423	Pias2	chr18	77065208	77155708	+
ENSMUSG00000012443	Kif11	chr19	37376403	37421859	+
ENSMUSG00000078912	Gm11011	chr2	169582845	169587745	-
ENSMUSG00000068428	Gmnc	chr16	26957236	26989974	-
ENSMUSG00000042351	Grap2	chr15	80623505	80650559	+
ENSMUSG00000050503	Fbxl22	chr9	66508459	66514593	-
ENSMUSG00000003355	Fkbp11	chr15	98724373	98728198	-
ENSMUSG00000094030	Gm21833	chr16	82828382	82829881	+
ENSMUSG00000024644	Cndp2	chr18	84667470	84685633	-
ENSMUSG00000073752	Gm10570	chr4	130308162	130308674	-
ENSMUSG00000035283	Adrb1	chr19	56722372	56724862	+
ENSMUSG00000017831	Rab5a	chr17	53479234	53507671	+
ENSMUSG00000092157	Gm17268	chr11	82028224	82038562	-
ENSMUSG00000045008	9030612E09Rik	chr10	43174704	43176562	+
ENSMUSG00000058655	Eif4b	chr15	102073773	102097172	+
ENSMUSG00000096385	Gm11168	chr9	3003346	3006948	+
ENSMUSG00000024645	Timm21	chr18	84947294	84951524	-
ENSMUSG00000074302	Gm10663	chr8	65075033	65077480	+
ENSMUSG00000022454	Nell2	chr15	95219451	95528706	-
ENSMUSG00000067608	Pcna-ps2	chr19	9283238	9284494	+
ENSMUSG00000090777	Ccdc188	chr16	18218170	18219313	+
ENSMUSG00000061613	U2af1	chr17	31647082	31658754	-
ENSMUSG00000072501	Phf20l1	chr15	66577572	66645255	+
ENSMUSG00000083929	Gm10600	chr4	42240639	42242685	+
ENSMUSG00000068074	Gm10228	chr16	89040921	89041452	-
