pk_pos	gene
chr12-26524821-26525587	ENSMUSG00000032177
chr12-26781299-26782188	ENSMUSG00000032177
chr12-27492169-27492981	ENSMUSG00000032177
chr12-27909401-27910333	ENSMUSG00000032177
chr12-29089523-29090341	ENSMUSG00000032177
chr12-31824560-31825418	ENSMUSG00000032178
chr2-65826494-65827369	ENSMUSG00000032179
chr12-32088422-32089253	ENSMUSG00000032180
chr2-62331822-62332534	ENSMUSG00000032184
chr2-62489453-62490350	ENSMUSG00000032184
chr2-6255523-6256254	ENSMUSG00000032184
chr12-32465205-32465965	ENSMUSG00000032185
chr2-180891129-180891727	ENSMUSG00000032202
chr2-180901820-180902722	ENSMUSG00000032202
chr2-171886971-171887904	ENSMUSG00000032216
chr2-126787595-126788524	ENSMUSG00000032224
chr2-126875775-126876612	ENSMUSG00000032224
chr2-118790303-118791128	ENSMUSG00000032235
chr2-118861513-118862411	ENSMUSG00000032235
chr1-36947245-36948082	ENSMUSG00000032246
chr1-37084326-37085045	ENSMUSG00000032246
chr1-37207505-37208288	ENSMUSG00000032246
chr1-20477632-20478551	ENSMUSG00000032249
chr1-20699747-20700645	ENSMUSG00000032249
chr18-48770850-48771582	ENSMUSG00000032257
chr18-49305244-49306117	ENSMUSG00000032257
chr18-49737659-49738575	ENSMUSG00000032257
chr18-40701977-40702902	ENSMUSG00000032259
chr19-40364800-40365524	ENSMUSG00000032274
chr19-40366107-40366988	ENSMUSG00000032274
chr1-193434291-193434716	ENSMUSG00000032278
chr1-177150220-177151137	ENSMUSG00000032289
chr1-177411722-177412410	ENSMUSG00000032289
chr19-42256823-42257597	ENSMUSG00000032303
chr1-11443017-11443926	ENSMUSG00000032305
chr1-114728896-114729780	ENSMUSG00000032305
chr1-115516819-115517386	ENSMUSG00000032306
chr1-11565044-11565956	ENSMUSG00000032306
chr1-119183549-119184263	ENSMUSG00000032310
chr1-119256552-119257428	ENSMUSG00000032310
chr1-131155240-131156138	ENSMUSG00000032323
chr1-132231475-132232402	ENSMUSG00000032323
chr1-132298375-132299272	ENSMUSG00000032323
chr19-54932217-54933144	ENSMUSG00000032329
chr3-26793345-26794155	ENSMUSG00000032332
chr1-134646132-134647039	ENSMUSG00000032333
chr1-134651912-134652429	ENSMUSG00000032334
chr3-139103641-139104507	ENSMUSG00000032342
chr3-30299159-30300036	ENSMUSG00000032343
chr3-30416818-30417590	ENSMUSG00000032343
chr4-72328374-72329261	ENSMUSG00000032356
chr4-72472098-72472958	ENSMUSG00000032356
chr4-72567344-72568217	ENSMUSG00000032356
chr4-72571713-72572624	ENSMUSG00000032356
chr4-73023750-73024564	ENSMUSG00000032356
chr2-76328542-76329454	ENSMUSG00000032358
chr5-104074139-104075040	ENSMUSG00000032369
chr1-80340426-80341300	ENSMUSG00000032373
chr1-80358228-80359015	ENSMUSG00000032373
chr1-80359847-80360734	ENSMUSG00000032373
chr4-35897830-35898620	ENSMUSG00000032417
chr4-36454764-36455628	ENSMUSG00000032417
chr4-57320473-57321317	ENSMUSG00000032420
chr7-119856215-119856964	ENSMUSG00000032431
chr7-121011945-121012724	ENSMUSG00000032431
chr7-122493902-122494804	ENSMUSG00000032431
chr7-125033850-125034674	ENSMUSG00000032434
chr7-125166754-125167604	ENSMUSG00000032434
chr7-125936879-125937781	ENSMUSG00000032437
chr7-54842692-54843546	ENSMUSG00000032446
chr6-88409344-88410164	ENSMUSG00000032478
chr6-96376240-96377084	ENSMUSG00000032481
chr6-96632218-96632791	ENSMUSG00000032481
chr6-97535809-97536705	ENSMUSG00000032481
chr6-97544535-97545407	ENSMUSG00000032481
chr6-97551825-97552588	ENSMUSG00000032481
chr6-97577985-97578827	ENSMUSG00000032481
chr6-99420378-99421257	ENSMUSG00000032485
chr7-100684314-100685087	ENSMUSG00000032493
chr7-100720227-100721029	ENSMUSG00000032493
chr7-100937954-100938862	ENSMUSG00000032497
chr7-101933482-101934406	ENSMUSG00000032500
chr7-75117806-75118696	ENSMUSG00000032511
chr7-75122612-75123480	ENSMUSG00000032511
chr6-12385290-12386209	ENSMUSG00000032548
chr6-124427124-124427688	ENSMUSG00000032548
chr6-127372768-127373673	ENSMUSG00000032556
chr6-127424714-127425716	ENSMUSG00000032556
chr6-127439236-127439847	ENSMUSG00000032556
chr6-56770684-56771443	ENSMUSG00000032562
chr6-5678305-5679140	ENSMUSG00000032562
chr6-56799874-56800790	ENSMUSG00000032562
chr6-5701543-5702429	ENSMUSG00000032562
chr6-57691395-57692295	ENSMUSG00000032562
chr6-71989714-71990609	ENSMUSG00000032594
chr6-72111083-72111819	ENSMUSG00000032594
chr6-71989714-71990609	ENSMUSG00000032595
chr6-72111083-72111819	ENSMUSG00000032595
chr6-73497083-73497962	ENSMUSG00000032607
chr10-52417099-52417963	ENSMUSG00000032648
chr13-52822402-52823272	ENSMUSG00000032673
chr13-52832908-52833824	ENSMUSG00000032673
chr1-58165114-58166034	ENSMUSG00000032688
chr11-82308009-82308901	ENSMUSG00000032719
chr10-121664329-121665122	ENSMUSG00000032757
chr10-121297052-121297994	ENSMUSG00000032766
chr11-80136498-80137327	ENSMUSG00000032769
chr10-8715453-8716351	ENSMUSG00000032773
chr10-87446342-87447034	ENSMUSG00000032773
chr1-93543192-93543970	ENSMUSG00000032796
chr1-44198511-44199196	ENSMUSG00000032816
chr8-57688361-57689281	ENSMUSG00000032826
chr3-129918156-129919069	ENSMUSG00000032834
chr3-129970592-129971500	ENSMUSG00000032834
chr17-81405218-81405955	ENSMUSG00000032842
chr17-81593123-81594006	ENSMUSG00000032842
chr17-81669816-81670639	ENSMUSG00000032842
chr17-81735887-81736682	ENSMUSG00000032842
chr17-81807532-81808442	ENSMUSG00000032842
chr7-6586110-6587001	ENSMUSG00000032849
chr7-65861651-65862564	ENSMUSG00000032849
chr12-86132559-86133472	ENSMUSG00000032855
chr12-86175380-86176254	ENSMUSG00000032855
chr12-86182118-86182938	ENSMUSG00000032855
chr12-86299431-86300323	ENSMUSG00000032855
chr19-55271062-55271957	ENSMUSG00000032900
chr2-116716230-116717131	ENSMUSG00000032921
chr5-74405420-74406320	ENSMUSG00000032942
chr7-36700430-36701260	ENSMUSG00000032959
chr2-60978669-60979590	ENSMUSG00000032997
chr6-125084177-125085092	ENSMUSG00000033004
chr5-114639101-114640003	ENSMUSG00000033009
chr5-114773047-114773834	ENSMUSG00000033009
chr5-115118832-115119694	ENSMUSG00000033009
chr6-12506706-12507570	ENSMUSG00000033014
chr5-98975894-98976793	ENSMUSG00000033060
chr1-43313773-43314743	ENSMUSG00000033063
chr1-43346893-43347784	ENSMUSG00000033063
chr2-75768074-75768903	ENSMUSG00000033105
chr2-7577971-7578876	ENSMUSG00000033105
chr12-24707959-24708797	ENSMUSG00000033107
chr2-59765273-59766032	ENSMUSG00000033124
chr2-59783165-59784049	ENSMUSG00000033124
chr2-59809542-59810434	ENSMUSG00000033124
chr2-59813216-59814097	ENSMUSG00000033124
chr9-4792881-4793685	ENSMUSG00000033156
chr17-69618645-69619547	ENSMUSG00000033157
chr17-6972730-6973603	ENSMUSG00000033157
chr17-69732707-69733621	ENSMUSG00000033157
chr17-69889419-69890228	ENSMUSG00000033157
chr17-69968933-69969779	ENSMUSG00000033157
chr17-70226870-70227691	ENSMUSG00000033157
chr4-59135268-59136163	ENSMUSG00000033182
chr17-84675714-84676592	ENSMUSG00000033184
chr17-84713459-84714335	ENSMUSG00000033184
chr17-84848563-84849393	ENSMUSG00000033184
chr7-56291464-56292359	ENSMUSG00000033191
chr7-49425741-49426645	ENSMUSG00000033253
chr7-49438875-49439675	ENSMUSG00000033253
chr7-49717933-49718846	ENSMUSG00000033253
chr7-49981315-49982197	ENSMUSG00000033253
chr7-50220379-50221269	ENSMUSG00000033253
chr2-67817772-67818675	ENSMUSG00000033307
chr2-6828457-6829339	ENSMUSG00000033307
chr2-68314976-68315845	ENSMUSG00000033307
chr17-83946688-83947502	ENSMUSG00000033319
chr17-84028278-84029192	ENSMUSG00000033319
chr17-84056423-84056981	ENSMUSG00000033319
chr5-116187540-116188363	ENSMUSG00000033356
chr7-46161796-46162678	ENSMUSG00000033365
chr12-21160231-21161110	ENSMUSG00000033382
chr12-21266232-21267115	ENSMUSG00000033382
chr12-21542906-21543834	ENSMUSG00000033382
chr12-23189281-23190128	ENSMUSG00000033382
chr12-23968694-23969563	ENSMUSG00000033382
chr2-60624459-60625340	ENSMUSG00000033427
chr2-172752322-172753076	ENSMUSG00000033487
chr5-74455523-74456344	ENSMUSG00000033530
chr13-110746959-110747861	ENSMUSG00000033569
chr2-93922795-93923709	ENSMUSG00000033576
chr2-93953495-93954203	ENSMUSG00000033576
chr7-100932653-100932980	ENSMUSG00000033624
chr7-100886338-100887220	ENSMUSG00000033658
chr7-98330435-98331006	ENSMUSG00000033705
chr10-53006217-53007064	ENSMUSG00000033768
chr10-42355774-42356641	ENSMUSG00000033774
chr10-42573264-42573800	ENSMUSG00000033774
chr10-42579496-42580432	ENSMUSG00000033774
chr10-42832418-42833314	ENSMUSG00000033774
chr6-30617586-30618502	ENSMUSG00000033777
chr6-30662210-30663093	ENSMUSG00000033777
chr6-31016659-31017559	ENSMUSG00000033777
chr6-49213469-49214251	ENSMUSG00000033805
chr6-49590959-49591800	ENSMUSG00000033805
chr6-50112549-50113448	ENSMUSG00000033805
chr6-50596493-50597344	ENSMUSG00000033805
chr2-8021694-8022611	ENSMUSG00000033819
chr2-84119661-84120531	ENSMUSG00000033819
chr12-69923759-69924654	ENSMUSG00000033863
chr12-69982637-69983435	ENSMUSG00000033863
chr3-68941687-68942565	ENSMUSG00000033900
chr3-69208383-69209215	ENSMUSG00000033900
chr3-69284994-69285865	ENSMUSG00000033900
chr3-69348120-69349034	ENSMUSG00000033900
chr6-137582975-137583859	ENSMUSG00000033906
chr6-138003819-138004744	ENSMUSG00000033906
chr11-53182553-53183359	ENSMUSG00000033916
chr11-53187054-53187613	ENSMUSG00000033916
chr7-78895428-78896324	ENSMUSG00000033943
chr7-79079017-79079938	ENSMUSG00000033943
chr7-79465836-79466740	ENSMUSG00000033943
chr7-25358595-25359505	ENSMUSG00000033948
chr7-25433010-25433910	ENSMUSG00000033948
chr6-135377448-135378338	ENSMUSG00000033965
chr6-135397039-135397840	ENSMUSG00000033965
chr3-26840077-26840913	ENSMUSG00000034009
chr2-7640629-7641533	ENSMUSG00000034022
chr2-76506243-76507149	ENSMUSG00000034022
chr4-57318300-57319256	ENSMUSG00000034031
chr5-100149315-100150258	ENSMUSG00000034037
chr4-125444012-125444953	ENSMUSG00000034059
chr4-125573703-125574581	ENSMUSG00000034059
chr11-32819716-32820569	ENSMUSG00000034071
chr11-33070336-33071240	ENSMUSG00000034071
chr11-33096056-33096938	ENSMUSG00000034071
chr11-33099832-33100662	ENSMUSG00000034071
chr2-7180461-7181330	ENSMUSG00000034098
chr2-71851932-71852824	ENSMUSG00000034098
chr2-71976399-71977278	ENSMUSG00000034098
chr2-70807175-70808019	ENSMUSG00000034109
chr2-70871432-70871961	ENSMUSG00000034109
chr2-70972695-70973544	ENSMUSG00000034109
chr4-47265289-47266186	ENSMUSG00000034111
chr19-8944603-8945437	ENSMUSG00000034116
chr19-8953239-8954117	ENSMUSG00000034116
chr19-8966576-8967493	ENSMUSG00000034116
chr1-10397570-10398442	ENSMUSG00000034116
chr2-32423685-32424576	ENSMUSG00000034152
chr2-32428058-32428947	ENSMUSG00000034152
chr2-32667455-32668301	ENSMUSG00000034152
chr4-53415741-53416658	ENSMUSG00000034156
chr8-78556501-78557378	ENSMUSG00000034173
chr10-20006340-20007180	ENSMUSG00000034201
chr10-20018241-20019107	ENSMUSG00000034201
chr7-128304610-128305507	ENSMUSG00000034210
chr7-128357661-128357984	ENSMUSG00000034210
chr7-128410501-128411410	ENSMUSG00000034210
chr7-128461275-128462165	ENSMUSG00000034210
chr7-128563128-128564034	ENSMUSG00000034210
chr5-111473232-111474127	ENSMUSG00000034212
chr2-118554246-118555169	ENSMUSG00000034248
chr2-118658937-118659579	ENSMUSG00000034248
chr2-118677012-118677840	ENSMUSG00000034248
chr2-11869785-11870645	ENSMUSG00000034248
chr4-140526313-140527099	ENSMUSG00000034271
chr10-19185667-19186568	ENSMUSG00000034274
chr4-134061416-134062242	ENSMUSG00000034290
chr4-13410910-13411722	ENSMUSG00000034290
chr14-77256808-77257577	ENSMUSG00000034300
chr14-78038823-78039715	ENSMUSG00000034300
chr15-68942893-68943816	ENSMUSG00000034303
chr15-68961949-68962760	ENSMUSG00000034303
chr15-6921808-6922652	ENSMUSG00000034303
chr8-48248046-48248749	ENSMUSG00000034324
chr4-59273081-59273975	ENSMUSG00000034333
chr4-59335854-59336776	ENSMUSG00000034333
chr17-87168802-87169694	ENSMUSG00000034336
chr4-90933751-90934626	ENSMUSG00000034343
chr4-90943719-90944584	ENSMUSG00000034343
chr4-91230187-91231083	ENSMUSG00000034343
chr5-116030851-116031727	ENSMUSG00000034361
chr5-116187540-116188363	ENSMUSG00000034361
chr7-110110056-110110922	ENSMUSG00000034387
chr7-103872837-103873754	ENSMUSG00000034401
chr7-104178289-104179159	ENSMUSG00000034401
chr2-59765273-59766032	ENSMUSG00000034402
chr2-59783165-59784049	ENSMUSG00000034402
chr2-59809542-59810434	ENSMUSG00000034402
chr5-52131824-52132731	ENSMUSG00000034403
chr10-122552880-122553766	ENSMUSG00000034412
chr7-27260677-27261468	ENSMUSG00000034424
chr7-27486577-27487421	ENSMUSG00000034424
chr4-80911181-80911989	ENSMUSG00000034430
chr17-49379327-49380235	ENSMUSG00000034739
chr8-121212941-121213863	ENSMUSG00000034796
chr2-158616107-158616959	ENSMUSG00000034799
chr2-12329442-12330304	ENSMUSG00000034801
chr2-123400774-123401695	ENSMUSG00000034801
chr7-74593973-74594792	ENSMUSG00000034813
chr7-74687541-74688433	ENSMUSG00000034813
chr1-77126690-77127589	ENSMUSG00000034848
chr14-99058937-99059783	ENSMUSG00000034923
chr6-32056267-32057179	ENSMUSG00000034926
chr3-41363774-41364486	ENSMUSG00000034994
chr2-37872554-37873441	ENSMUSG00000034997
chr2-38621475-38622363	ENSMUSG00000034997
chr2-38697220-38698155	ENSMUSG00000034997
chr4-57919456-57920364	ENSMUSG00000034998
chr8-28371257-28372154	ENSMUSG00000035093
chr1-38353409-38354228	ENSMUSG00000035095
chr1-38367334-38368194	ENSMUSG00000035095
chr1-38368959-38369797	ENSMUSG00000035095
chr3-59241295-59242224	ENSMUSG00000035104
chr3-61066871-61067786	ENSMUSG00000035104
chr5-72879694-72880437	ENSMUSG00000035165
chr5-72972673-72973476	ENSMUSG00000035165
chr1-159036364-159037253	ENSMUSG00000035168
chr19-5568759-5569411	ENSMUSG00000035173
chr19-55695245-55696041	ENSMUSG00000035173
chr19-55741248-55742116	ENSMUSG00000035173
chr5-88490605-88491394	ENSMUSG00000035198
chr5-88542649-88543557	ENSMUSG00000035198
chr5-88587253-88588119	ENSMUSG00000035198
chr8-123880045-123880916	ENSMUSG00000035202
chr3-33399044-33399876	ENSMUSG00000035206
chr3-34102508-34103392	ENSMUSG00000035206
chr5-96897916-96898865	ENSMUSG00000035212
chr5-96910811-96911425	ENSMUSG00000035212
chr5-97323727-97324524	ENSMUSG00000035212
chr5-97382547-97383432	ENSMUSG00000035212
chr5-75084910-75085784	ENSMUSG00000035273
chr5-75142977-75143822	ENSMUSG00000035273
chr5-75155819-75156675	ENSMUSG00000035273
chr5-72332682-72333561	ENSMUSG00000035305
chr3-31199117-31199952	ENSMUSG00000035370
chr3-31435526-31436313	ENSMUSG00000035370
chr17-73541842-73542702	ENSMUSG00000035382
chr17-74085993-74086870	ENSMUSG00000035382
chr17-74395124-74396021	ENSMUSG00000035382
chr17-7443558-7444457	ENSMUSG00000035382
chr4-154531718-154532561	ENSMUSG00000035454
chr4-154674499-154675245	ENSMUSG00000035454
chr4-124537514-124538396	ENSMUSG00000036106
chr4-124606875-124607783	ENSMUSG00000036106
chr12-76292970-76293873	ENSMUSG00000036110
chr12-76297570-76298448	ENSMUSG00000036110
chr12-76369067-76369950	ENSMUSG00000036110
chr16-86463051-86463616	ENSMUSG00000036114
chr16-87774114-87774960	ENSMUSG00000036114
chr16-87984213-87985122	ENSMUSG00000036114
chr2-32171655-32172576	ENSMUSG00000036123
chr2-32173975-32174828	ENSMUSG00000036123
chr2-3228543-3228837	ENSMUSG00000036123
chr18-80151241-80152036	ENSMUSG00000036131
chr18-8044106-8044993	ENSMUSG00000036131
chr18-80485499-80486369	ENSMUSG00000036131
chr13-16382762-16383635	ENSMUSG00000036186
chr13-16419637-16420545	ENSMUSG00000036186
chr13-16655930-16656794	ENSMUSG00000036186
chr13-16756026-16756903	ENSMUSG00000036186
chr19-31044327-31045147	ENSMUSG00000036216
chr11-80876923-80877820	ENSMUSG00000036225
chr4-57301332-57302215	ENSMUSG00000036251
chr4-57318300-57319256	ENSMUSG00000036251
chr3-100727857-100728782	ENSMUSG00000036256
chr3-10081661-10082546	ENSMUSG00000036256
chr3-101068482-101069301	ENSMUSG00000036256
chr16-70352741-70353726	ENSMUSG00000036295
chr2-7640629-7641533	ENSMUSG00000036403
chr1-80236918-80237730	ENSMUSG00000036437
chr1-80340426-80341300	ENSMUSG00000036437
chr15-96377060-96377861	ENSMUSG00000036452
chr15-96398119-96398965	ENSMUSG00000036452
chr15-96476140-96477049	ENSMUSG00000036452
chr15-96526059-96526985	ENSMUSG00000036452
chr15-96586593-96587333	ENSMUSG00000036452
chr1-120327525-120328372	ENSMUSG00000036503
chr1-121260024-121260883	ENSMUSG00000036503
chr13-107969769-107970637	ENSMUSG00000036504
chr13-108041200-108042067	ENSMUSG00000036504
chr5-50058364-50059217	ENSMUSG00000036510
chr5-5012557-5013368	ENSMUSG00000036510
chr5-50424131-50424879	ENSMUSG00000036510
chr5-51611922-51612761	ENSMUSG00000036510
chr5-51763399-51764297	ENSMUSG00000036510
chr15-62462454-62463360	ENSMUSG00000036537
chr15-62524035-62524877	ENSMUSG00000036537
chr13-9713520-9714414	ENSMUSG00000036570
chr13-97281860-97282705	ENSMUSG00000036570
chr15-10922291-10923187	ENSMUSG00000036596
chr15-11038371-11039201	ENSMUSG00000036596
chr15-11098623-11099390	ENSMUSG00000036596
chr12-12937816-12938586	ENSMUSG00000036617
chr12-12938766-12939441	ENSMUSG00000036617
chr19-41452207-41452915	ENSMUSG00000036632
chr13-101490524-101491340	ENSMUSG00000036646
chr13-101550505-101551415	ENSMUSG00000036646
chr13-101801039-101801937	ENSMUSG00000036646
chr2-27590427-27591334	ENSMUSG00000036661
chr6-28923731-28924610	ENSMUSG00000036672
chr6-28965268-28966000	ENSMUSG00000036672
chr6-29072048-29072967	ENSMUSG00000036672
chr15-31442547-31443417	ENSMUSG00000036699
chr15-31501881-31502758	ENSMUSG00000036699
chr15-31535861-31536695	ENSMUSG00000036699
chr12-99229874-99230741	ENSMUSG00000036770
chr12-99236390-99237263	ENSMUSG00000036770
chr12-99246887-99247842	ENSMUSG00000036770
chr12-99336230-99337161	ENSMUSG00000036770
chr1-81652778-81653672	ENSMUSG00000036781
chr1-81843922-81844821	ENSMUSG00000036781
chr1-82243031-82243930	ENSMUSG00000036781
chr1-80179877-80180572	ENSMUSG00000036790
chr18-35561792-35562641	ENSMUSG00000036792
chr18-35611712-35612608	ENSMUSG00000036792
chr18-35675854-35676467	ENSMUSG00000036792
chr8-125987300-125988042	ENSMUSG00000036814
chr9-21086164-21086873	ENSMUSG00000036817
chr1-158220737-158221328	ENSMUSG00000036819
chr1-158271886-158272775	ENSMUSG00000036819
chr1-158305324-158306102	ENSMUSG00000036819
chr12-9255639-9256412	ENSMUSG00000036833
chr6-22795436-22796190	ENSMUSG00000036862
chr6-23873074-23873851	ENSMUSG00000036862
chr6-28576582-28577301	ENSMUSG00000036862
chr6-28831787-28832691	ENSMUSG00000036862
chr13-72258828-72259545	ENSMUSG00000036957
chr1-154802189-154803103	ENSMUSG00000036964
chr1-134646132-134647039	ENSMUSG00000036986
chr13-70329003-70329835	ENSMUSG00000037020
chr9-46361470-46362365	ENSMUSG00000037025
chr19-53888939-53889872	ENSMUSG00000037095
chr19-54009750-54010555	ENSMUSG00000037095
chr1-13608513-13608865	ENSMUSG00000037119
chr1-189960137-189961050	ENSMUSG00000037151
chr13-52029652-52030541	ENSMUSG00000037166
chr1-189882627-189883433	ENSMUSG00000037171
chr1-187912933-187913818	ENSMUSG00000037202
chr15-79945795-79946658	ENSMUSG00000037211
chr15-80004562-80005381	ENSMUSG00000037211
chr15-11198268-11199151	ENSMUSG00000037236
chr15-11240083-11240951	ENSMUSG00000037236
chr15-11258787-11259673	ENSMUSG00000037236
chr13-49178535-49179453	ENSMUSG00000037239
chr10-121128775-121129665	ENSMUSG00000037263
chr10-121202228-121203138	ENSMUSG00000037263
chr8-25257216-25257925	ENSMUSG00000037300
chr15-42319919-42320852	ENSMUSG00000037325
chr15-42329547-42330452	ENSMUSG00000037325
chr13-112998391-112999320	ENSMUSG00000037326
chr1-125378671-125379566	ENSMUSG00000037335
chr1-125897263-125898154	ENSMUSG00000037335
chr1-125987551-125988470	ENSMUSG00000037335
chr1-126135508-126136389	ENSMUSG00000037335
chr14-48774742-48775625	ENSMUSG00000037355
chr12-86814466-86815311	ENSMUSG00000037370
chr12-86831874-86832782	ENSMUSG00000037370
chr12-86833624-86834469	ENSMUSG00000037370
chr12-86836355-86837257	ENSMUSG00000037370
chr12-88463651-88464687	ENSMUSG00000037370
chr12-88926043-88926964	ENSMUSG00000037370
chr8-92245998-92246890	ENSMUSG00000037376
chr9-100830293-100830739	ENSMUSG00000037443
chr10-121290518-121291382	ENSMUSG00000037477
chr10-111343301-111344202	ENSMUSG00000037486
chr10-111476106-111477016	ENSMUSG00000037486
chr12-75656326-75657232	ENSMUSG00000037492
chr12-75669188-75670109	ENSMUSG00000037492
chr14-80138629-80139455	ENSMUSG00000037503
chr14-80369332-80370256	ENSMUSG00000037503
chr14-80415957-80416893	ENSMUSG00000037503
chr14-80486155-80487054	ENSMUSG00000037503
chr14-80959576-80960548	ENSMUSG00000037503
chr14-8156693-8157564	ENSMUSG00000037503
chr14-30124953-30125689	ENSMUSG00000037531
chr14-30149637-30150503	ENSMUSG00000037531
chr14-65149604-65150487	ENSMUSG00000037548
chr14-65291364-65292302	ENSMUSG00000037548
chr13-34793611-34794449	ENSMUSG00000037563
chr13-35319551-35320427	ENSMUSG00000037563
chr2-169928306-169929117	ENSMUSG00000037621
chr3-141923397-141924327	ENSMUSG00000037742
chr3-141931204-141932099	ENSMUSG00000037742
chr3-142463138-142463988	ENSMUSG00000037742
chr3-143542486-143543343	ENSMUSG00000037742
chr3-143606709-143607575	ENSMUSG00000037742
chr3-144378238-144378685	ENSMUSG00000037742
chr3-144460152-144461016	ENSMUSG00000037742
chr9-75901019-75901940	ENSMUSG00000037754
chr9-76043070-76043964	ENSMUSG00000037754
chr16-49736279-49737145	ENSMUSG00000037798
chr16-49961003-49961933	ENSMUSG00000037798
chr14-99575942-99576836	ENSMUSG00000037815
chr14-99631791-99632569	ENSMUSG00000037815
chr14-99688204-99689096	ENSMUSG00000037815
chr1-11443017-11443926	ENSMUSG00000037826
chr1-114728896-114729780	ENSMUSG00000037826
chr18-78322397-78323280	ENSMUSG00000037845
chr18-78377855-78378722	ENSMUSG00000037845
chr9-10617638-10618452	ENSMUSG00000037994
chr19-42245993-42246832	ENSMUSG00000038058
chr9-68084984-68085847	ENSMUSG00000038116
chr9-68239325-68240175	ENSMUSG00000038116
chr5-34941438-34942376	ENSMUSG00000038208
chr19-24361859-24362722	ENSMUSG00000038227
chr19-24451306-24451962	ENSMUSG00000038227
chr19-47635091-47635827	ENSMUSG00000038257
chr19-47750429-47751235	ENSMUSG00000038257
chr19-47974533-47975315	ENSMUSG00000038257
chr8-25677024-25677676	ENSMUSG00000038271
chr14-62464758-62465689	ENSMUSG00000038286
chr14-62493516-62494225	ENSMUSG00000038286
chr14-63396528-63397266	ENSMUSG00000038286
chr2-55165301-55166110	ENSMUSG00000038290
chr2-5542813-5543777	ENSMUSG00000038290
chr17-17396692-17397577	ENSMUSG00000038302
chr9-66102433-66103305	ENSMUSG00000038324
chr2-52999236-53000103	ENSMUSG00000038351
chr2-5304367-5305211	ENSMUSG00000038351
chr2-54264825-54265725	ENSMUSG00000038351
chr2-54906345-54907179	ENSMUSG00000038351
chr16-56075114-56075979	ENSMUSG00000038417
chr16-58802031-58802966	ENSMUSG00000038417
chr1-31233342-31234255	ENSMUSG00000038422
chr16-22008958-22009834	ENSMUSG00000038456
chr16-22107819-22108730	ENSMUSG00000038456
chr16-22155830-22156724	ENSMUSG00000038456
chr16-30938342-30939230	ENSMUSG00000038481
chr16-31027137-31028045	ENSMUSG00000038481
chr14-80138629-80139455	ENSMUSG00000038555
chr14-80369332-80370256	ENSMUSG00000038555
chr14-80415957-80416893	ENSMUSG00000038555
chr14-80486155-80487054	ENSMUSG00000038555
chr14-80959576-80960548	ENSMUSG00000038555
chr14-8156693-8157564	ENSMUSG00000038555
chr19-30419605-30420490	ENSMUSG00000038583
chr8-115982657-115983542	ENSMUSG00000038593
chrX-37166868-37167746	ENSMUSG00000038599
chr17-50412433-50413284	ENSMUSG00000038644
chr17-50427328-50428261	ENSMUSG00000038644
chr13-52832908-52833824	ENSMUSG00000038658
chr13-52868620-52869354	ENSMUSG00000038658
chr17-80698395-80699302	ENSMUSG00000038754
chr17-80709793-80710695	ENSMUSG00000038754
chr5-133398633-133399531	ENSMUSG00000038756
chr5-133868680-133869603	ENSMUSG00000038756
chr14-46787820-46788675	ENSMUSG00000038860
chr3-29726301-29727216	ENSMUSG00000038930
chr3-29795134-29795981	ENSMUSG00000038930
chr11-84553828-84554715	ENSMUSG00000038965
chr11-84562828-84563558	ENSMUSG00000038965
chr11-8457713-8458578	ENSMUSG00000038965
chr7-64583534-64584434	ENSMUSG00000039115
chr7-65357289-65358177	ENSMUSG00000039115
chr17-55561392-55562344	ENSMUSG00000039153
chr19-38460476-38461374	ENSMUSG00000039156
chr12-76190667-76191556	ENSMUSG00000039218
chr12-76292970-76293873	ENSMUSG00000039218
chr11-69632339-69633245	ENSMUSG00000039219
chr11-69765930-69766669	ENSMUSG00000039219
chr11-69803627-69804412	ENSMUSG00000039219
chr11-69846044-69846952	ENSMUSG00000039219
chr11-69900789-69901295	ENSMUSG00000039219
chr11-71497646-71498545	ENSMUSG00000039219
chr13-45507077-45507964	ENSMUSG00000039221
chr8-109280363-109281139	ENSMUSG00000039253
chr8-11008732-11009500	ENSMUSG00000039253
chr8-110122450-110123278	ENSMUSG00000039253
chr14-14054102-14054958	ENSMUSG00000039262
chr18-32982977-32983860	ENSMUSG00000039264
chr18-33058213-33059077	ENSMUSG00000039264
chr18-33336592-33337486	ENSMUSG00000039264
chr18-34034529-34035420	ENSMUSG00000039264
chr10-23796607-23797496	ENSMUSG00000039427
chr10-23811928-23812818	ENSMUSG00000039427
chr10-23900920-23901806	ENSMUSG00000039427
chr10-23979044-23979935	ENSMUSG00000039427
chr5-114407022-114407942	ENSMUSG00000039456
chr5-114457109-114457950	ENSMUSG00000039456
chr15-57877909-57878781	ENSMUSG00000039474
chr11-113196242-113196712	ENSMUSG00000039488
chr12-13608856-13609768	ENSMUSG00000039543
chr10-18723633-18724523	ENSMUSG00000039568
chr10-18760032-18760899	ENSMUSG00000039568
chr12-24707959-24708797	ENSMUSG00000039968
chr12-24830975-24831894	ENSMUSG00000039968
chr17-86265803-86266699	ENSMUSG00000040017
chr17-86353515-86354362	ENSMUSG00000040017
chr17-8637014-8637890	ENSMUSG00000040017
chr17-86087667-86088429	ENSMUSG00000040026
chr17-86150621-86151536	ENSMUSG00000040026
chr17-86265803-86266699	ENSMUSG00000040026
